Name,Rate,Gender
اوکتای,Very Rare,Male
اویتا,Common,Female
اویس,Very Rare,Male
اویسا,Very Rare,Female
اوین,Very Rare,Neutral
اوینار,Very Rare,Female
اپرنگ,Very Rare,Male
اپروند,Very Rare,Male
اپرویز,Very Rare,Male
اپرویژ,Very Rare,Male
اپیوه,Very Rare,Male
اکبر,Common,Male
اکتای,Very Rare,Male
اکدش,Very Rare,Male
اکرم,Common,Female
اکلیا,Very Rare,Male
اکلیل,Very Rare,Female
اگومان,Very Rare,Male
ایاز,Common,Male
ایبک,Very Rare,Male
ایتکین,Very Rare,Male
ایثار,Common,Male
ایدا,Common,Female
ایده,Very Rare,Female
ایدون,Very Rare,Male
ایران,Common,Female
ایران ناز,Common,Female
ایران پناه,Very Rare,Male
ایرانا,Very Rare,Female
ایرانبانو,Very Rare,Female
ایراندخت,Common,Female
ایرانشاه,Very Rare,Male
ایرانشید,Common,Female
ایرانمهر,Common,Neutral
ایرانه,Common,Female
ایرانپور,Very Rare,Male
ایرج,Common,Male
ایرسا,Very Rare,Female
ایرن,Very Rare,Female
ایریک,Very Rare,Male
ایزد,Very Rare,Male
ایزد پناه,Very Rare,Male
ایزدبد,Very Rare,Male
ایزدداد,Very Rare,Male
ایزدچهر,Common,Female
ایزدگشسپ,Very Rare,Male
ایزدیار,Very Rare,Male
ایساتیس,Very Rare,Neutral
ایسدواستر,Very Rare,Male
ایسیه,Very Rare,Female
ایشا,Common,Male
ایشتار,Very Rare,Female
ایلا,Common,Male
ایلار,Common,Female
ایلانا,Common,Female
ایلدرم,Very Rare,Male
ایلدیریم,Very Rare,Male
ایلقار,Very Rare,Neutral
ایلماز,Common,Male
ایلمان,Very Rare,Male
ایلناز,Common,Female
ایلکین,Very Rare,Male
ایلگار,Very Rare,Male
ایلیا,Frequently Used,Male
ایلیار,Common,Male
ایلیاس,Very Rare,Male
ایلیم,Very Rare,Female
ایلیکا,Very Rare,Female
ایما,Common,Female
ایمان,Common,Male
ایمنه,Very Rare,Female
ایناز,Common,Female
ایناس,Very Rare,Female
ایواز,Very Rare,Female
ایوان,Very Rare,Female
ایوب,Common,Male
ایپک,Very Rare,Female
اییریا,Very Rare,Male
بابا,Very Rare,Male
بابان,Very Rare,Female
بابر,Very Rare,Male
بابوس,Very Rare,Female
بابوی,Very Rare,Male
بابک,Common,Male
بابیلان,Very Rare,Female
بابیک,Very Rare,Male
باتوف,Very Rare,Female
باتیس,Very Rare,Male
باتینوک,Very Rare,Female
باتینک,Very Rare,Female
بادام,Very Rare,Female
بادامک,Very Rare,Female
بادان,Very Rare,Male
بادر,Very Rare,Female
بادرام,Very Rare,Male
بادلیس,Very Rare,Male
بادینان,Very Rare,Male
باذان,Very Rare,Male
باراد,Very Rare,Male
باران,Frequently Used,Neutral
باربد,Common,Male
بارزان,Very Rare,Neutral
بارسین,Very Rare,Male
بارش,Common,Neutral
بارشین,Common,Male
بارلی,Very Rare,Female
بارمان,Very Rare,Male
بارنک,Very Rare,Female
بارنگ,Common,Female
باروشه,Very Rare,Female
باریز,Very Rare,Female
باریزان,Very Rare,Female
باریسان,Very Rare,Male
بارین,Very Rare,Female
باریکان,Very Rare,Male
بازان,Very Rare,Female
بازبان,Very Rare,Male
بازنه,Very Rare,Female
بازو,Very Rare,Female
بازور,Very Rare,Female
بازیار,Common,Male
بازیان,Very Rare,Male
باسام,Very Rare,Male
باستان,Very Rare,Male
باستیان,Very Rare,Female
باستینگ,Very Rare,Female
باسکار,Very Rare,Female
باسکان,Very Rare,Male
باشار,Very Rare,Male
باشن,Very Rare,Female
باشو,Common,Male
باشوان,Very Rare,Male
باشور,Very Rare,Male
باشوک,Very Rare,Male
باشیلا,Common,Female
باغان,Very Rare,Female
باغبان,Very Rare,Male
بافرین,Very Rare,Female
باقر,Common,Male
بالا,Very Rare,Male
بالاچ,Very Rare,Male
بالبان,Very Rare,Male
بالنده,Very Rare,Neutral
بالوی,Very Rare,Male
بالویز,Very Rare,Male
بالک,Very Rare,Male
بالیده,Very Rare,Female
بالین,Very Rare,Female
بامداد,Common,Male
بامشاد,Common,Male
بامک,Very Rare,Female
بامگاه,Very Rare,Male
بامی,Very Rare,Female
بامین,Very Rare,Female
بامیک,Very Rare,Female
بانو,Common,Female
بانواز,Very Rare,Female
بانوگشسب,Very Rare,Female
بانگ,Very Rare,Male
بانی,Very Rare,Male
بانیپال,Very Rare,Male
باهرام,Very Rare,Male
باهنر,Common,Male
باهوز,Very Rare,Male
باهک,Very Rare,Male
باهیف,Very Rare,Male
باوا,Very Rare,Male
باوان,Very Rare,Female
باور,Common,Neutral
باوشین,Very Rare,Female
باوند,Very Rare,Female
باوین,Very Rare,Female
باپوک,Very Rare,Male
باپیر,Very Rare,Male
باپیو,Very Rare,Female
باژار,Very Rare,Male
باژه,Very Rare,Male
باژوران,Very Rare,Female
باژیر,Very Rare,Female
باکوت,Very Rare,Female
باکور,Very Rare,Male
باگه,Very Rare,Male
بایا,Very Rare,Male
بایتگین,Very Rare,Male
بایخ,Very Rare,Female
بایرام,Common,Male
بایزید,Very Rare,Male
بایف,Very Rare,Male
بایگان,Very Rare,Male
ببک,Very Rare,Male
بتام,Very Rare,Male
بتاو,Very Rare,Male
بتسابه,Very Rare,Female
بتمان,Very Rare,Female
بتول,Common,Female
بتین,Very Rare,Female
بثریک,Very Rare,Male
بجرگ,Very Rare,Male
بحیرا,Very Rare,Male
بخت آفرید,Very Rare,Female
بخت آفرین,Common,Male
بختوان,Very Rare,Female
بختور,Very Rare,Female
بختیار,Very Rare,Male
بختیاری,Very Rare,Male
بخش علی,Very Rare,Male
بخشا,Common,Male
بخشان,Very Rare,Male
بخشین,Very Rare,Female
بخشینر,Very Rare,Male
بدخشان,Very Rare,Male
بدرالدین,Common,Male
بدره,Common,Male
بدری,Common,Female
بدن گل,Very Rare,Female
بدیع الزمان,Very Rare,Male
برآلین,Very Rare,Male
برات,Common,Male
براخاس,Very Rare,Male
براخاص,Very Rare,Male
برادر,Very Rare,Male
برادوست,Very Rare,Male
برازمان,Very Rare,Male
برام,Very Rare,Male
برانوش,Common,Male
براهام,Very Rare,Male
براهیم,Common,Male
براو,Very Rare,Male
برتاو,Very Rare,Male
برتن,Very Rare,Male
برته,Very Rare,Male
برجاسپ,Very Rare,Male
برداش,Very Rare,Male
بردان,Common,Male
بردبار,Very Rare,Female
بردل,Very Rare,Male
بردیا,Common,Male
بردیس,Common,Male
برز,Very Rare,Male
برزآذر,Very Rare,Male
برزآفرید,Very Rare,Female
برزآفرین,Very Rare,Male
برزام,Very Rare,Male
برزان,Very Rare,Male
برزاو,Very Rare,Male
برزفر,Very Rare,Male
برزفری,Very Rare,Male
برزما,Very Rare,Male
برزمند,Very Rare,Male
برزمهر,Very Rare,Male
برزن,Very Rare,Male
برزهم,Very Rare,Male
برزو,Very Rare,Male
برزویه,Very Rare,Male
برزی,Very Rare,Female
برزین,Very Rare,Neutral
برزین داد,Very Rare,Male
برزین مهر,Very Rare,Male
برسام,Very Rare,Male
برسم,Very Rare,Male
برسومه,Very Rare,Female
برسیان,Very Rare,Male
برسیل,Very Rare,Female
برسین,Very Rare,Female
برشان,Very Rare,Male
برشنوم,Very Rare,Male
برشید,Very Rare,Female
برشیو,Very Rare,Female
برف آب,Very Rare,Female
برفی,Very Rare,Female
برفین,Very Rare,Female
برقه,Very Rare,Female
برلیان,Very Rare,Female
برمال,Very Rare,Male
برمایون,Very Rare,Male
برمک,Very Rare,Male
برنا,Very Rare,Neutral
برنوش,Common,Male
برهان,Common,Male
برهان الدین,Common,Male
برهم,Very Rare,Male
برهمن,Very Rare,Male
برهمند,Very Rare,Male
برهون,Very Rare,Female
بروا,Very Rare,Male
بروار,Very Rare,Male
بروان,Very Rare,Male
بروز,Very Rare,Male
بروسکان,Very Rare,Male
بروسکه,Very Rare,Male
بروفه,Common,Neutral
برومند,Common,Neutral
برپرس,Very Rare,Male
برچاو,Very Rare,Male
برژان,Very Rare,Female
برژانگ,Very Rare,Female
برژنگ,Very Rare,Female
برژول,Very Rare,Female
برکاو,Very Rare,Male
برکو,Very Rare,Male
برگ,Common,Female
برگام,Very Rare,Female
برگش,Very Rare,Male
بریا,Common,Female
بریار,Very Rare,Female
بریان,Very Rare,Male
بریز,Very Rare,Male
بریسکه,Very Rare,Male
برین,Very Rare,Male
بریندار,Very Rare,Male
برینداره,Very Rare,Female
بریوان,Very Rare,Female
بریکار,Very Rare,Male
بزان,Very Rare,Female
بزرجمهر,Common,Male
بزرگ,Common,Male
بزرگ امید,Very Rare,Male
بزرگمهر,Common,Male
بزوتنوه,Very Rare,Male
بزوین,Very Rare,Male
بزین,Very Rare,Female
بسارنگ,Very Rare,Neutral
بسام,Very Rare,Male
بستور,Very Rare,Male
بستک,Very Rare,Male
بستیر,Very Rare,Male
بسمه,Very Rare,Female
بسود,Very Rare,Male
بسوز,Very Rare,Male
بسیم,Very Rare,Male
بسیه,Very Rare,Male
بشتاسب,Very Rare,Male
بشدار,Very Rare,Female
بشرا,Common,Female
بشری,Common,Female
بشکو,Very Rare,Female
بشیر,Very Rare,Male
بصیر,Very Rare,Male
بغرا,Very Rare,Male
بفران,Very Rare,Female
بفرانبار,Very Rare,Female
بلار,Very Rare,Female
بلاش,Very Rare,Male
بلاشان,Very Rare,Male
بلال,Common,Male
بلالوک,Very Rare,Female
بلباس,Very Rare,Male
بلقیا,Very Rare,Female
بلقیس,Common,Female
بلنجه,Very Rare,Female
بلواژ,Very Rare,Female
بلوت,Very Rare,Female
بلور,Very Rare,Female
بلورین,Very Rare,Female
بلوط,Common,Female
بلویر,Very Rare,Male
بلیسه,Very Rare,Female
بلیمت,Very Rare,Male
بلین,Very Rare,Female
بمان علی,Very Rare,Male
بمانی,Common,Female
بنار,Very Rare,Male
بناز,Common,Female
بنان,Common,Female
بناو,Very Rare,Female
بناوان,Very Rare,Female
بنجامین,Very Rare,Male
بندار,Very Rare,Male
بندن,Very Rare,Male
بندوی,Very Rare,Male
بنرخ,Very Rare,Female
بنشاد,Very Rare,Male
بنفش,Very Rare,Female
بنفشه,Common,Female
بنن,Very Rare,Female
بنگین,Very Rare,Female
بنیا,Common,Female
بنیامین,Frequently Used,Male
بنیتا,Common,Female
بنین,Common,Female
به آذین,Common,Neutral
به آفرید,Common,Female
به آفرین,Common,Female
به آیین,Common,Neutral
به تام,Very Rare,Neutral
به خاتون,Very Rare,Female
به نگار,Common,Female
به یزداد,Very Rare,Male
بها,Very Rare,Male
بهادر,Common,Male
بهار,Frequently Used,Female
بهارآفرین,Common,Female
بهارا,Very Rare,Female
بهاران,Very Rare,Female
بهاردخت,Common,Female
بهاررخ,Common,Female
بهارناز,Common,Female
بهاره,Frequently Used,Female
بهارک,Common,Female
بهارین,Common,Female
بهامد,Very Rare,Male
بهامین,Very Rare,Female
بهان,Very Rare,Neutral
بهانه,Very Rare,Female
بهاور,Very Rare,Female
بهاوند,Common,Male
بهای الدین,Very Rare,Male
بهبد,Common,Male
بهبود,Common,Male
بهتا,Common,Female
بهتاش,Very Rare,Male
بهجت,Common,Neutral
بهداد,Common,Male
بهداور,Common,Male
بهدخت,Common,Female
بهدیس,Common,Female
بهدین,Common,Male
بهراد,Common,Male
بهرام,Common,Male
بهرامشاه,Very Rare,Male
بهرامه,Common,Female
بهرانه,Common,Female
بهرخ,Common,Female
بهرنگ,Common,Male
بهرو,Common,Female
بهروز,Common,Male
بهروزه,Common,Female
بهروش,Common,Male
بهزاد,Common,Male
بهزادان,Very Rare,Male
بهسا,Common,Female
بهستان,Very Rare,Male
بهستون,Very Rare,Male
بهسود,Very Rare,Male
بهسودان,Very Rare,Male
بهشاد,Common,Male
بهشت,Common,Female
بهشته,Common,Female
بهشید,Common,Female
بهفام,Common,Male
بهلول,Very Rare,Male
بهمرد,Common,Male
بهمن,Common,Male
بهمن داد,Very Rare,Male
بهمن دخت,Very Rare,Female
بهمنش,Common,Male
بهمنیار,Common,Male
بهناز,Common,Female
بهنام,Common,Male
بهنواز,Common,Female
بهنود,Common,Male
بهنوش,Common,Female
بهنیا,Very Rare,Male
بهوران,Very Rare,Male
بهپور,Very Rare,Male
بهک,Very Rare,Male
بهکامه,Common,Female
بهگل,Common,Female
بهی,Very Rare,Female
بهیز,Very Rare,Male
بهین,Common,Female
بهین بانو,Very Rare,Female
بهین دخت,Very Rare,Female
بهینا,Very Rare,Neutral
بهینه,Very Rare,Female
بوار,Very Rare,Male
بوبار,Very Rare,Male
بوبان,Very Rare,Male
بوبک,Very Rare,Female
بوتان,Very Rare,Male
بوته,Very Rare,Female
بوجه,Very Rare,Male
بوختار,Very Rare,Female
بوخشا,Very Rare,Male
بودیان,Very Rare,Male
بوذر,Very Rare,Male
بوذرجمهر,Very Rare,Male
بوراب,Very Rare,Male
بوران دخت,Very Rare,Female
بورباش,Very Rare,Male
بورنگ,Very Rare,Male
بورچین,Very Rare,Female
بورژک,Very Rare,Male
بوزرجمهر,Very Rare,Male
بوستان,Very Rare,Female
بوستان افروز,Very Rare,Male
بوسه,Common,Female
بوسیان,Very Rare,Male
بونخوش,Very Rare,Female
بوندار,Very Rare,Female
بوپار,Very Rare,Male
بوژان,Very Rare,Male
بوژنه,Very Rare,Female
بوکان,Very Rare,Female
بوکبویانی,Very Rare,Female
بوین,Very Rare,Female
بچکول,Very Rare,Female
بژار,Very Rare,Male
بژدار,Very Rare,Female
بژن,Very Rare,Female
بژوار,Very Rare,Neutral
بژول,Very Rare,Female
بژوین,Very Rare,Female
بژیو,Very Rare,Female
بکتاش,Common,Male
بکیاش,Very Rare,Male
بگاداد,Very Rare,Male
بگاش,Very Rare,Male
بی بش,Very Rare,Male
بی بی ماه,Very Rare,Female
بی بی ناز,Very Rare,Female
بی بی گل,Very Rare,Female
بی توش,Very Rare,Female
بی خال,Very Rare,Female
بی خم,Very Rare,Female
بی نظیر,Very Rare,Female
بی وینه,Very Rare,Female
بیارش,Very Rare,Male
بیاره,Very Rare,Male
بیان,Very Rare,Female
بیانه,Very Rare,Female
بیباک,Very Rare,Male
بیبون,Very Rare,Female
بیتا,Frequently Used,Neutral
بیتاوان,Very Rare,Male
بیتخش,Very Rare,Male
بیتک,Very Rare,Male
بیدار,Very Rare,Neutral
بیدخت,Common,Female
بیدگل,Common,Female
بیرام,Very Rare,Male
بیرشاد,Very Rare,Male
بیرور,Very Rare,Male
بیرون,Very Rare,Female
بیرگا,Very Rare,Male
بیری,Very Rare,Female
بیریفان,Very Rare,Female
بیزار,Very Rare,Male
بیساران,Very Rare,Male
بیسان,Very Rare,Female
بیستان,Very Rare,Female
بیستون,Common,Male
بیسو,Very Rare,Female
بیشو,Very Rare,Female
بیلاش,Very Rare,Male
بیلو,Very Rare,Female
بینا,Common,Female
بینر,Very Rare,Male
بینور,Very Rare,Female
بینیار,Very Rare,Female
بیور,Very Rare,Female
بیورد,Very Rare,Male
بیورزاد,Very Rare,Male
بیوی,Very Rare,Female
بیچم,Very Rare,Female
بیژن,Common,Male
بیژه,Common,Female
بیکس,Very Rare,Male
بیکن,Very Rare,Female
بیکژ,Very Rare,Female
بیگرد,Very Rare,Female
بیگم,Common,Female
تابا,Very Rare,Neutral
تابال,Very Rare,Male
تابان,Common,Neutral
تابان دخت,Very Rare,Female
تابان رخ,Very Rare,Female
تابان چهر,Very Rare,Female
تابان گل,Very Rare,Female
تابانروی,Very Rare,Female
تابانمهر,Very Rare,Female
تابش,Common,Female
تابناک,Common,Female
تابنده,Common,Female
تابیتا,Common,Female
تاتیانا,Common,Female
تاتینا,Common,Female
تاج آفرین,Very Rare,Female
تاج الدین,Very Rare,Male
تاج الزمان,Very Rare,Female
تاج الملوک,Very Rare,Female
تاج الملک,Very Rare,Female
تاج بانو,Very Rare,Female
تاج بخش,Very Rare,Male
تاج بی بی,Very Rare,Female
تاج خاتون,Very Rare,Female
تاج دخت,Very Rare,Female
تاج ماه,Very Rare,Female
تاج مهر,Very Rare,Female
تاج گل,Very Rare,Female
تاجیک,Very Rare,Male
تارا,Common,Female
تارادخت,Very Rare,Female
تارادیس,Very Rare,Female
تارح,Very Rare,Male
تارخ,Very Rare,Male
تارلا,Very Rare,Female
تارمیتا,Common,Female
تازه,Very Rare,Female
تافته,Common,Female
تالیا,Common,Female
تامارا,Very Rare,Female
تامیلا,Common,Female
تامیما,Very Rare,Female
تانسو,Very Rare,Female
تانیا,Common,Female
تاپیک,Very Rare,Female
تاژ,Very Rare,Neutral
تاک آفرین,Very Rare,Female
تاکدخت,Very Rare,Female
تایماز,Very Rare,Neutral
تباک,Very Rare,Male
تبسم,Common,Female
تتسگل,Very Rare,Female
تحفه,Common,Female
تحفه گل,Very Rare,Female
تخار,Very Rare,Male
تخشا,Very Rare,Male
تخشک,Very Rare,Female
تخواره,Very Rare,Male
تذرو,Very Rare,Female
تراب,Common,Male
ترانه,Common,Female
ترخان,Very Rare,Male
ترسا,Very Rare,Female
ترلان,Very Rare,Female
ترمه,Common,Female
ترنج,Common,Female
ترنم,Common,Female
ترنگ,Common,Female
ترنیان,Common,Female
تروند,Very Rare,Female
ترکان,Very Rare,Female
ترگل,Common,Female
تریتی,Very Rare,Female
تسنیم,Common,Female
تسو,Very Rare,Male
تشتر,Very Rare,Female
تقدیر,Common,Male
تقی,Common,Male
تلما,Very Rare,Female
تلناز,Common,Female
تلکا,Very Rare,Female
تلیمان,Very Rare,Male
تمنا,Common,Female
تمیس,Very Rare,Female
تمیم,Common,Neutral
تناز,Very Rare,Female
تنبور,Very Rare,Female
تندر,Very Rare,Female
تندیس,Common,Female
تنسر,Very Rare,Male
تنی,Very Rare,Female
تنی نار,Very Rare,Female
تهرت,Very Rare,Female
تهم,Very Rare,Male
تهماسب,Common,Male
تهمتن,Very Rare,Male
تهمورث,Common,Male
تهمورس,Very Rare,Male
تهمین,Very Rare,Male
تهمینه,Very Rare,Female
توان,Very Rare,Male
توانا,Common,Male
توانایی,Very Rare,Male
توتیا,Common,Female
توحید,Common,Male
تور,Very Rare,Male
تورال,Very Rare,Male
توران,Very Rare,Female
تورانبانو,Very Rare,Female
توراندخت,Common,Female
توراکینا,Very Rare,Female
تورج,Common,Male
تورنگ,Common,Male
تورک,Very Rare,Male
توری,Very Rare,Female
توریا,Very Rare,Neutral
توس,Common,Male
توسا,Common,Female
توسن,Common,Male
توسکا,Common,Neutral
توشنامییتی,Very Rare,Female
توفان,Very Rare,Female
توفیق,Very Rare,Male
توما,Very Rare,Male
توکا,Very Rare,Female
تژاو,Very Rare,Male
تک آفرین,Very Rare,Male
تک بانو,Very Rare,Female
تکاو,Very Rare,Female
تکاور,Very Rare,Male
تکاپو,Common,Male
تکتا,Common,Male
تکتم,Very Rare,Female
تکش,Very Rare,Male
تکین,Very Rare,Male
تگین,Very Rare,Male
تی تی,Very Rare,Female
تی تی سا,Very Rare,Female
تی تی نار,Very Rare,Female
تی تی گل,Very Rare,Female
تیارا,Common,Female
تیام,Common,Neutral
تیبا,Common,Female
تیتک,Very Rare,Female
تیدآ,Very Rare,Female
تیران,Very Rare,Male
تیراژه,Common,Female
تیرداد,Common,Male
تیزهوش,Very Rare,Female
تیس,Very Rare,Male
تیسا,Very Rare,Female
تیساناز,Very Rare,Female
تیساگل,Very Rare,Female
تیما,Very Rare,Neutral
تیماس,Very Rare,Male
تیمور,Common,Male
تیمورتاش,Common,Male
تینا,Frequently Used,Female
تیناب,Very Rare,Female
تینوش,Very Rare,Female
تیهو,Common,Female
تیگران,Very Rare,Male
ثابت,Very Rare,Male
ثاقب,Very Rare,Male
ثامر,Common,Male
ثریا,Common,Female
ثمر,Very Rare,Neutral
ثمره,Common,Female
ثمین,Common,Neutral
ثمینا,Common,Female
ثمینه,Common,Female
ثنا,Frequently Used,Female
ثواب,Very Rare,Male
جابان,Very Rare,Male
جابر,Common,Male
جادی,Very Rare,Male
جارالله,Very Rare,Male
جاسم,Very Rare,Male
جاسمین,Common,Female
جالینوس,Very Rare,Male
جام,Very Rare,Female
جاماسب,Very Rare,Male
جاماسپ,Very Rare,Male
جامشید,Very Rare,Male
جان آرام,Very Rare,Female
جان افروز,Very Rare,Male
جان افزا,Very Rare,Male
جان بخشان,Very Rare,Male
جان محمد,Very Rare,Male
جان نواز,Very Rare,Female
جان پرور,Very Rare,Male
جانا,Very Rare,Female
جانام,Very Rare,Female
جانان,Very Rare,Male
جانانه,Very Rare,Female
جانبانو,Very Rare,Female
جاندخت,Very Rare,Female
جانعلی,Very Rare,Male
جانلی,Very Rare,Male
جانمهر,Very Rare,Female
جانوسیار,Very Rare,Male
جانوشیار,Very Rare,Male
جانی,Very Rare,Male
جانیار,Very Rare,Male
جاهد,Very Rare,Male
جاوید,Very Rare,Male
جبار,Very Rare,Male
جبریل,Very Rare,Male
جبرییل,Very Rare,Male
جبلی,Very Rare,Male
جرجیس,Very Rare,Male
جریر,Common,Male
جریره,Common,Female
جستان,Very Rare,Male
جعفر,Common,Male
جلال,Common,Male
جلال الدین,Common,Male
جلایر,Very Rare,Male
جلوه,Very Rare,Female
جلیل,Common,Male
جم,Common,Male
جمال,Common,Male
جمال الدین,Common,Male
جمدخت,Very Rare,Female
جمشاد,Very Rare,Male
جمشید,Common,Male
جمهور,Common,Male
جمیله,Common,Female
جناب,Very Rare,Male
جنان,Very Rare,Female
جنت,Common,Female
جندل,Very Rare,Male
جنید,Common,Male
جهان,Common,Male
جهان آذر,Very Rare,Female
جهان آسا,Very Rare,Female
جهان آفرین,Very Rare,Male
جهان آوا,Common,Female
جهان افروز,Common,Female
جهان بانو,Common,Female
جهان بخش,Very Rare,Male
جهان بین,Common,Male
جهان خاتون,Very Rare,Female
جهان فر,Common,Male
جهان ماه,Very Rare,Female
جهان مهر,Common,Neutral
جهانبان,Very Rare,Male
جهانتاب,Very Rare,Female
جهاندار,Very Rare,Male
جهاندخت,Common,Female
جهانرخ,Very Rare,Female
جهانسوز,Very Rare,Male
جهانشاد,Very Rare,Male
جهانشاه,Very Rare,Male
جهانشید,Very Rare,Male
جهانشیر,Very Rare,Male
جهانگشای,Very Rare,Male
جهانگیر,Common,Male
جهانیار,Very Rare,Male
جهن,Very Rare,Male
جواد,Frequently Used,Male
جوان,Very Rare,Male
جوانشیر,Common,Male
جوانمردی,Very Rare,Male
جوانه,Common,Female
جوانوی,Very Rare,Male
جواهر,Common,Female
جوهر,Very Rare,Female
جویا,Very Rare,Male
جویان,Very Rare,Male
جیحون,Common,Female
جیران,Very Rare,Female
جیلا,Very Rare,Female
حاتم,Common,Male
حادید,Very Rare,Male
حارث,Common,Male
حارثه,Common,Female
حارس,Common,Male
حافظ,Common,Male
حافظ الدین,Common,Male
حام,Very Rare,Male
حامد,Frequently Used,Male
حامده,Common,Female
حامی,Very Rare,Male
حامین,Very Rare,Male
حانان,Very Rare,Male
حانون,Very Rare,Male
حانی,Very Rare,Neutral
حانیه,Frequently Used,Female
حایری,Very Rare,Male
حبان,Very Rare,Male
حبیب,Common,Male
حبیب الله,Common,Male
حبیبه,Common,Female
حجت,Common,Male
حجت الدین,Common,Male
حداد,Common,Male
حدیث,Frequently Used,Female
حدیثه,Frequently Used,Female
حدیقه,Common,Female
حرمت,Common,Female
حرمت علی,Very Rare,Male
حره,Very Rare,Female
حریر,Common,Female
حزین,Very Rare,Male
حسام,Frequently Used,Male
حسام الدین,Common,Male
حسان,Common,Neutral
حسانه,Common,Female
حسن,Frequently Used,Male
حسن یوسف,Very Rare,Male
حسنا,Common,Female
حسنی,Common,Female
حسیب,Very Rare,Male
حسیبا,Very Rare,Female
حسین,Frequently Used,Male
حسینیه,Very Rare,Female
حشمت,Common,Neutral
حشمت الله,Common,Male
حصیل,Very Rare,Male
حفصه,Very Rare,Female
حفیظ,Common,Male
حلاج,Common,Male
حلما,Common,Female
حلیا,Common,Female
حلیم,Common,Male
حلیمه,Common,Female
حلیه,Common,Female
حماسه,Common,Female
حمام,Very Rare,Male
حمدالدین,Very Rare,Male
حمدالله,Very Rare,Male
حمرا,Very Rare,Female
حمراه,Very Rare,Female
حمزه,Common,Male
حمید,Common,Male
حمیدالدین,Very Rare,Male
حمیدالله,Very Rare,Male
حمیدرضا,Frequently Used,Male
حمیده,Common,Female
حمیرا,Common,Female
حمیم,Very Rare,Male
حنا,Very Rare,Female
حنان,Common,Male
حنانه,Frequently Used,Female
حنیف,Common,Male
حنیفه,Common,Female
حنین,Very Rare,Male
حوا,Common,Female
حور,Common,Female
حورآسا,Common,Female
حورآفرین,Common,Female
حورا,Common,Female
حورجهان,Very Rare,Female
حوردیس,Common,Female
حوررخ,Very Rare,Female
حورزاد,Common,Female
حوروش,Common,Female
حوری,Common,Female
حوری بانو,Very Rare,Female
حوری دخت,Very Rare,Female
حوری رخ,Very Rare,Female
حوری زاد,Very Rare,Female
حوری لقا,Very Rare,Female
حوریا,Common,Female
حوریه,Common,Female
حکمت,Common,Male
حکیم,Common,Male
حکیمه,Common,Female
حیات,Common,Female
حیدر,Common,Male
حیفا,Common,Female
خابان,Very Rare,Male
خاتون,Common,Female
خاتونک,Very Rare,Female
خارا,Very Rare,Female
خاره,Very Rare,Female
خاروس,Very Rare,Male
خارک,Very Rare,Female
خاشعه,Very Rare,Female
خاطرآسا,Very Rare,Female
خاطرافروز,Very Rare,Female
خاطرنواز,Very Rare,Female
خاطره,Common,Female
خاقان,Very Rare,Male
خالد,Very Rare,Male
خالده,Very Rare,Female
خالق,Very Rare,Male
خالواش,Very Rare,Female
خانم,Common,Female
خانم گل,Common,Female
خانوم,Very Rare,Female
خاور,Common,Neutral
خاوین,Very Rare,Male
ختا,Very Rare,Female
ختمی,Common,Female
ختن,Very Rare,Female
خجسته,Very Rare,Female
خجسته لقا,Very Rare,Female
خجیر,Very Rare,Female
خدا نظر,Common,Female
خداآفرید,Very Rare,Neutral
خدابخش,Common,Male
خدابنده,Common,Male
خداداد,Common,Male
خدادوست,Common,Male
خداطلب,Common,Male
خداکریم,Very Rare,Male
خدایار,Common,Male
خدیجه,Common,Female
خدیو,Very Rare,Male
خراد,Very Rare,Male
خراسان,Very Rare,Male
خرام,Very Rare,Female
خرامان,Very Rare,Female
خرداد,Common,Male
خردادبرزین,Very Rare,Male
خردادبه,Common,Male
خردمند,Common,Male
خرزاد,Very Rare,Male
خرشا,Very Rare,Female
خرشاد,Very Rare,Neutral
خرشید,Very Rare,Neutral
خرم,Very Rare,Male
خرم بانو,Very Rare,Female
خرم بهار,Very Rare,Female
خرم چهر,Very Rare,Female
خرم گل,Very Rare,Female
خرمدخت,Very Rare,Female
خرمدل,Very Rare,Female
خرمشاد,Common,Male
خرمن,Very Rare,Female
خرمناز,Common,Female
خرمه,Very Rare,Female
خروش,Very Rare,Male
خزان,Very Rare,Female
خزر,Very Rare,Female
خسرو,Common,Male
خسروداد,Very Rare,Male
خسروزاد,Very Rare,Male
خسروشاد,Very Rare,Male
خسروپرویز,Very Rare,Male
خشاش,Very Rare,Male
خشاشه,Very Rare,Male
خشایار,Very Rare,Male
خشایارشا,Very Rare,Male
خشنواز,Very Rare,Male
خشنود,Very Rare,Male
خضر,Common,Male
خضرا,Common,Female
خلیل,Common,Male
خلیل الله,Common,Male
خنجست,Very Rare,Male
خندان,Very Rare,Neutral
خندان چهر,Very Rare,Female
خندان گل,Very Rare,Female
خوب چهر,Very Rare,Female
خوبرخ,Very Rare,Female
خوبروی,Very Rare,Female
خوبیار,Very Rare,Female
خوتکا,Very Rare,Female
خوردخت,Very Rare,Female
خوردیس,Very Rare,Female
خورزاد,Very Rare,Neutral
خورسان,Very Rare,Neutral
خورسند,Very Rare,Male
خورشاد,Very Rare,Female
خورشید,Common,Neutral
خورشید چهر,Very Rare,Female
خورشیدبانو,Common,Female
خورشیددخت,Very Rare,Female
خورشیدرخ,Very Rare,Female
